Restaurant_area
https://www.zomato.com/bangalore/indiranagar-restaurants
https://www.zomato.com/bangalore/marathahalli-restaurants
https://www.zomato.com/bangalore/whitefield-restaurants
https://www.zomato.com/bangalore/koramangala-5th-block-restaurants
https://www.zomato.com/bangalore/hsr-restaurants
https://www.zomato.com/bangalore/jayanagar-restaurants
https://www.zomato.com/bangalore/jp-nagar-restaurants
https://www.zomato.com/bangalore/sarjapur-road-restaurants
https://www.zomato.com/bangalore/lavelle-road-restaurants
https://www.zomato.com/bangalore/malleshwaram-restaurants
https://www.zomato.com/bangalore/btm-restaurants
https://www.zomato.com/bangalore/mg-road-restaurants
https://www.zomato.com/bangalore/koramangala-4th-block-restaurants
https://www.zomato.com/bangalore/kalyan-nagar-restaurants
https://www.zomato.com/bangalore/electronic-city-restaurants
https://www.zomato.com/bangalore/bannerghatta-road-restaurants
https://www.zomato.com/bangalore/bellandur-restaurants
https://www.zomato.com/bangalore/koramangala-7th-block-restaurants
https://www.zomato.com/bangalore/new-bel-road-restaurants
https://www.zomato.com/bangalore/residency-road-restaurants
https://www.zomato.com/bangalore/koramangala-6th-block-restaurants
https://www.zomato.com/bangalore/church-street-restaurants
https://www.zomato.com/bangalore/brigade-road-restaurants
https://www.zomato.com/bangalore/old-airport-road-restaurants
https://www.zomato.com/bangalore/banashankari-restaurants
https://www.zomato.com/bangalore/basavanagudi-restaurants
https://www.zomato.com/bangalore/rajajinagar-restaurants
https://www.zomato.com/bangalore/brookefield-restaurants
https://www.zomato.com/bangalore/kammanahalli-restaurants
https://www.zomato.com/bangalore/frazer-town-restaurants
