0,1,2,3
Imperial Restaurant,Chicken Wings and Leg Kabab,₹160,
Imperial Restaurant,Grilled Chicken,₹170,[Chef's Special]
Imperial Restaurant,Boneless Chilli Chicken Dry,₹205,
Imperial Restaurant,Boneless Chilli Chicken Masala,₹205,
Imperial Restaurant,Imperial Kalmi Kabab,₹160,[Chef's Special]
Imperial Restaurant,Mutton Pepper Dry,₹245,
Imperial Restaurant,Imperial Parotta Mix Mutton,₹180,[Chef's Special]
Imperial Restaurant,Theether Pepper Fry,₹220,
Imperial Restaurant,Imperial Special Tandoori Chicken,₹190,
Imperial Restaurant,Tangdi Kabab,₹215,
Imperial Restaurant,Malai Kabab,₹215,
Imperial Restaurant,Reshmi Kabab,₹215,
Imperial Restaurant,Hariyali Tikka,₹215,
Imperial Restaurant,Kasturi Kabab,₹215,
Imperial Restaurant,Afghani Chicken,₹350,
Imperial Restaurant,Sholay Kabab,₹220,
Imperial Restaurant,Angari Kabab,₹220,
Imperial Restaurant,Achari Kabab,₹220,
Imperial Restaurant,Peshwari Kabab,₹220,
Imperial Restaurant,Pudina Kabab,₹220,
Imperial Restaurant,Chicken Pepper Dry,₹175,[Chef's Special]
Imperial Restaurant,Imperial Special Chilli Chicken Dry,₹205,[Chef's Special]
Imperial Restaurant,Chicken Sukka,₹195,
Imperial Restaurant,Egg Chilli Dry,₹255,[Chef's Special]
Imperial Restaurant,Chicken Garlic,₹255,
Imperial Restaurant,Schezwan Chicken Dry,₹255,
Imperial Restaurant,Lemon Chicken Dry,₹255,
Imperial Restaurant,Hong Kong Chicken Dry,₹230,
Imperial Restaurant,Chicken 65,₹215,
Imperial Restaurant,Hunan Chicken,₹230,
Imperial Restaurant,Crispy Chicken,₹270,
Imperial Restaurant,Mutton Chilli Dry,₹255,
Imperial Restaurant,Boneless Trissur Chicken Fry,₹210,
Imperial Restaurant,Mutton Sukka,₹260,
Imperial Restaurant,Mutton Varattiyathu,₹260,
Imperial Restaurant,Dal Fry,₹95,
Imperial Restaurant,Dal Tadka,₹110,
Imperial Restaurant,Dal Makhani,₹130,
Imperial Restaurant,Mix Vegetable Curry,₹150,
Imperial Restaurant,Veg Kolhapuri,₹150,
Imperial Restaurant,Matar Paneer,₹170,
Imperial Restaurant,Aloo Matar,₹140,
Imperial Restaurant,Aloo Gobi,₹140,
Imperial Restaurant,Paneer Butter Masala,₹170,
Imperial Restaurant,Palak Paneer,₹170,
Imperial Restaurant,Kadhai Paneer,₹170,
Imperial Restaurant,Kadai Veg,₹150,
Imperial Restaurant,Aam Choori Bhindi,₹150,
Imperial Restaurant,Aloo Palak,₹140,
Imperial Restaurant,Bhindi Do Pyaza,₹150,
Imperial Restaurant,Sabji Diwaani,₹150,
Imperial Restaurant,Adraki Aloo Gobi,₹145,
Imperial Restaurant,Palak Malai Kofta,₹155,
Imperial Restaurant,Mixed Veg Roast,₹160,
Imperial Restaurant,Veg Stew,₹165,
Imperial Restaurant,Mushroom Varattiyathu,₹175,
Imperial Restaurant,Mushroom Pepper Korma,₹175,
Imperial Restaurant,Tomato Omelette Masala,₹60,
Imperial Restaurant,Egg Bhurji [Podimas],₹70,
Imperial Restaurant,Egg Masala,₹95,
Imperial Restaurant,Chicken Masala,₹195,[Chef's Special]
Imperial Restaurant,Chicken Kadai,₹195,[Chef's Special]
Imperial Restaurant,Tandoori Chicken Masala,₹210,
Imperial Restaurant,Chicken Hyderabadi,₹205,
Imperial Restaurant,Chicken Mughalai,₹205,
Imperial Restaurant,Chicken Do Pyaza,₹205,
Imperial Restaurant,Chicken Chettinad,₹195,
Imperial Restaurant,Chicken Chatpata,₹195,
Imperial Restaurant,Chicken Tikka Masala,₹195,
Imperial Restaurant,Imperial Special Chilli Chicken Masala,₹210,[Chef's Special]
Imperial Restaurant,Chicken Bhuna,₹190,
Imperial Restaurant,Chicken Nadan,₹190,
Imperial Restaurant,Chicken Tandoori Masala,₹210,[11:00AM-04:30PM and 7:00PM-12:00AM]
Imperial Restaurant,Today’s Special Chicken,₹195,
Imperial Restaurant,Boneless Butter Chicken Masala,₹220,
Imperial Restaurant,Butter Chicken Masala,₹210,[Chef's Special]
Imperial Restaurant,Chicken Pepper Masala,₹195,[Chef's Special]
Imperial Restaurant,Shajahani Murgh,₹195,
Imperial Restaurant,Chicken Tangidi Masala,₹195,
Imperial Restaurant,Handi Murgh,₹195,
Imperial Restaurant,Ginger Chicken,₹195,[Chef's Special]
Imperial Restaurant,Chicken Varattiyathu,₹195,
Imperial Restaurant,Chicken Pepper Korma,₹195,
Imperial Restaurant,Aleppey Chicken Curry,₹195,
Imperial Restaurant,Military Chicken Curry,₹195,
Imperial Restaurant,Chicken Varutharachathu,₹195,
Imperial Restaurant,Kuttanadan Chicken Curry,₹195,
Imperial Restaurant,Achayan’s Chicken Curry,₹195,
Imperial Restaurant,Calicut Chicken Curry,₹195,
Imperial Restaurant,Chicken Stew,₹195,
Imperial Restaurant,Payyoli Kozhi Porichathu,₹195,
Imperial Restaurant,Chicken Chereulli Roast,₹195,
Imperial Restaurant,Travancore Chicken Roast,₹195,
Imperial Restaurant,Chicken Pepper Roast,₹195,
Imperial Restaurant,Mutton Pepper Masala,₹255,[Chef's Special]
Imperial Restaurant,Kadai Mutton,₹255,
Imperial Restaurant,Mutton Lahori,₹255,
Imperial Restaurant,Mutton Varattiyathu,₹255,
Imperial Restaurant,Mutton Bhuna,₹255,
Imperial Restaurant,Mutton Pepper Dry,₹280,
Imperial Restaurant,Mutton Palak,₹255,
Imperial Restaurant,Mutton Lagan Gosht,₹255,
Imperial Restaurant,Mutton Rogan Josh,₹255,
Imperial Restaurant,Mutton Kolhapuri,₹255,
Imperial Restaurant,Mutton Mughlai,₹255,
Imperial Restaurant,Mutton Dum Palak,₹255,
Imperial Restaurant,Mutton Achaari Gosh,₹255,
Imperial Restaurant,Mutton Dabba Gosht,₹260,Day special.
Imperial Restaurant,Mutton Stew,₹255,
Imperial Restaurant,Mutton Pepper Korma,₹255,
Imperial Restaurant,Mutton Malabar Masala,₹260,
Imperial Restaurant,Mutton Varutharachathu,₹260,
Imperial Restaurant,Mutton Sukka,₹255,
Imperial Restaurant,Mutton Varattiyathu.,₹255,
Imperial Restaurant,Prawns Chilli,₹340,
Imperial Restaurant,Prawns Manchurian,₹280,
Imperial Restaurant,Schezwan Prawns,₹290,
Imperial Restaurant,Prawns Masala,₹320,
Imperial Restaurant,Kadai Prawns,₹340,
Imperial Restaurant,Prawns Biriyani,₹240,
Imperial Restaurant,Prawns Fried Rice,₹195,
Imperial Restaurant,Schezwan Prawns Fried Rice,₹205,
Imperial Restaurant,Prawns Noodles,₹195,
Imperial Restaurant,Schezwan Prawns Noodles,₹205,
Imperial Restaurant,Imperial Special Kerala Parotta,₹25,[Chef's Special]
Imperial Restaurant,Imperial Special Coin Parotta,₹20,[Chef's Special]
Imperial Restaurant,Wheat Parotta,₹35,
Imperial Restaurant,Ceylon Parotta,₹35,
Imperial Restaurant,Roti,₹30,
Imperial Restaurant,Buter Roti,₹35,
Imperial Restaurant,Naan,₹40,
Imperial Restaurant,Butter Naan,₹45,
Imperial Restaurant,Kulcha,₹40,
Imperial Restaurant,Aloo Paratha,₹80,
Imperial Restaurant,Ghee Parotta,₹45,
Imperial Restaurant,Garlic Naan,₹55,
Imperial Restaurant,Imperial Egg Parotta Mixed Egg,₹145,[Chef's Special]
Imperial Restaurant,Imperial Egg Parotta Mixed Chicken,₹160,[Chef's Special]
Imperial Restaurant,Imperial Egg Parotta Mixed Mutton,₹180,[Chef's Special]
Imperial Restaurant,Ghee Rice,₹90,
Imperial Restaurant,Jeera Rice,₹90,
Imperial Restaurant,Veg Pulao,₹150,
Imperial Restaurant,Curd Rice,₹120,
Imperial Restaurant,Mushroom Pulao,₹150,
Imperial Restaurant,Biryani Rice,₹120,
Imperial Restaurant,Vegetable Biryani,₹145,
Imperial Restaurant,Egg Biryani,₹145,
Imperial Restaurant,Chicken Biryani,₹195,
Imperial Restaurant,Malabar Chicken Biryani,₹190,
Imperial Restaurant,Special Chicken Dum Biryani,₹195,
Imperial Restaurant,Special Mutton Dum Biryani,₹220,
Imperial Restaurant,Vegetable Fried Rice,₹150,
Imperial Restaurant,Mushroom Fried Rice,₹165,
Imperial Restaurant,Veg Noodles,₹150,
Imperial Restaurant,Egg Fried Rice,₹150,
Imperial Restaurant,Egg Noodles,₹160,
Imperial Restaurant,Chicken Fried Rice,₹165,
Imperial Restaurant,Chicken Noodles,₹170,
Imperial Restaurant,Mutton Fried Rice,₹190,
Imperial Restaurant,Mutton Noodles,₹190,
Imperial Restaurant,Prawns Fried Rice,₹195,
Imperial Restaurant,Prawns Noodles,₹195,
Imperial Restaurant,Mixed Fried Rice,₹210,
Imperial Restaurant,Mixed Noodles,₹210,
Imperial Restaurant,Triple Schezwan Rice,₹240,
Imperial Restaurant,Triple Malaysian Fried Rice,₹245,
Imperial Restaurant,Chicken Al Faham,₹195,
Imperial Restaurant,Chicken BBQ,₹195,
Imperial Restaurant,Chicken Pepper,₹195,
Imperial Restaurant,Shawarma Roll,₹70,
Imperial Restaurant,Sahan Shawarma [Plate],₹125,
Imperial Restaurant,Tomato Omelette,₹70,
Imperial Restaurant,Boiled Egg,₹55,
Imperial Restaurant,Half Fried Egg,₹55,
Imperial Restaurant,Green Salad,₹80,
Imperial Restaurant,Cucumber Salad,₹70,
Imperial Restaurant,Onion Salad,₹70,
Imperial Restaurant,Masala Papad,₹60,
Imperial Restaurant,Mixed Raita,₹75,
Imperial Restaurant,Pineapple Raita,₹75,
Imperial Restaurant,Curd,₹45,
Meghana Foods,Tandoori Chicken Platter,₹590,
Meghana Foods,Chicken Boneless Biriyani,₹295,
Meghana Foods,Meghana Special Biriyani,₹299,
Meghana Foods,Paneer Biriyani,₹290,
Meghana Foods,Chicken Biriyani,₹280,
Meghana Foods,Aloo Dum Biriyani,₹245,
Meghana Foods,Spl Veg Biriyani,₹260,
Meghana Foods,Prawns Biriyani,₹365,
Meghana Foods,Meghana Chicken 555,₹295,
Meghana Foods,Chicken Tandoori,₹285,
Meghana Foods,Chilly Chicken (Boneless),₹285,
Meghana Foods,Chicken Kabab,₹275,
Meghana Foods,Egg Biriyani,₹250,
Meghana Foods,Paneer Butter Masala,₹280,
Meghana Foods,Lemon Chicken,₹290,
Meghana Foods,Chicken Lollypop,₹290,
Meghana Foods,Lollypop Biriyani,₹290,
Meghana Foods,Chicken Hyderabadi Curry,₹295,
Meghana Foods,Mutton Biriyani,₹351,
Meghana Foods,Pepper Chicken,₹285,
Meghana Foods,Paneer 65,₹275,
Meghana Foods,Chicken Pakoda,₹305,
Meghana Foods,Chicken Fried Rice,₹260,
Meghana Foods,Golden Baby Corn,₹270,
Meghana Foods,Chicken 65,₹290,
Meghana Foods,Prawns Fry,₹355,
Meghana Foods,Chilly Mushroom,₹275,
Meghana Foods,Chicken Boneless Curry,₹285,
Meghana Foods,Chilly Paneer,₹275,
Meghana Foods,Butter Chicken Curry,₹295,
Meghana Foods,Mutton Kheema Biriyani,₹345,
Meghana Foods,Chilly Chicken (Andhra style),₹295,
Meghana Foods,Chilly Gobi,₹245,
Meghana Foods,Gobi 65,₹245,
Meghana Foods,Gobi Manchurian,₹245,
Meghana Foods,Chilly Babycorn,₹260,
Meghana Foods,Baby Corn Manchurian,₹270,
Meghana Foods,Golden Baby Corn,₹270,
Meghana Foods,Chilly Mushroom,₹275,
Meghana Foods,Chilly Paneer,₹275,
Meghana Foods,Mushroom 65,₹275,
Meghana Foods,Mushroom Manchurian,₹275,
Meghana Foods,Paneer 65,₹275,
Meghana Foods,Paneer Manchurian,₹275,
Meghana Foods,Veg Manchurian,₹275,
Meghana Foods,Biriyani Rice,₹210,
Meghana Foods,Aloo Dum Biriyani,₹245,
Meghana Foods,Spl Veg Biriyani,₹260,
Meghana Foods,Mushroom Biriyani,₹290,
Meghana Foods,Paneer Biriyani,₹290,
Meghana Foods,Apollo Fish,₹310,
Meghana Foods,Chilly Fish,₹310,
Meghana Foods,Chilly Prawns,₹355,
Meghana Foods,Prawns Fry,₹355,
Meghana Foods,Chicken Kabab,₹275,
Meghana Foods,Chilly Chicken (Boneless),₹285,
Meghana Foods,Chicken 65,₹290,
Meghana Foods,Pepper Chicken,₹285,
Meghana Foods,Chicken Lollypop,₹290,
Meghana Foods,Lemon Chicken,₹290,
Meghana Foods,Chilly Chicken (Andhra style),₹295,
Meghana Foods,Meghana Chicken 555,₹295,
Meghana Foods,Chicken Pakoda,₹305,
Meghana Foods,Chicken Maharaja,₹310,
Meghana Foods,Chicken Rayal Seema,₹310,
Meghana Foods,Mutton Fry,₹330,
Meghana Foods,Mutton Kheema Fry,₹315,
Meghana Foods,Today's Chinese Spl,₹320,
Meghana Foods,Mutton Pepper Fry,₹345,
Meghana Foods,Today's Andhra Spl,₹320,
Meghana Foods,Egg Biriyani,₹250,
Meghana Foods,Chicken Biriyani,₹280,
Meghana Foods,Chicken Boneless Biriyani,₹295,
Meghana Foods,Lollypop Biriyani,₹290,
Meghana Foods,Meghana Special Biriyani,₹299,
Meghana Foods,Mutton Biriyani,₹351,
Meghana Foods,Mutton Kheema Biriyani,₹345,
Meghana Foods,Fish Biriyani,₹355,
Meghana Foods,Prawns Biriyani,₹365,
Meghana Foods,Egg Masala Curry,₹195,
Meghana Foods,Chicken Boneless Curry,₹285,
Meghana Foods,Butter Chicken Curry,₹295,
Meghana Foods,Tomato Egg Curry,₹205,
Meghana Foods,Chicken Hyderabadi Curry,₹295,
Meghana Foods,Mutton Curry,₹330,
Meghana Foods,Fish Curry,₹345,
Meghana Foods,Prawns Curry,₹355,
Meghana Foods,Veg Seekh Kabab,₹260,
Meghana Foods,Paneer Tikka,₹285,
Meghana Foods,Chicken Tandoori,₹285,
Meghana Foods,Chicken Tikka,₹290,
Meghana Foods,Reshami Kabab,₹325,
Meghana Foods,Tandoori Chicken Platter,₹590,
Meghana Foods,Butter Tandoori Roti,₹40,
Meghana Foods,Butter Naan,₹45,
Meghana Foods,Garlic Naan,₹50,
Meghana Foods,Butter Kulcha,₹55,
Meghana Foods,Tandoori Roti,₹36,
Meghana Foods,Naan,₹42,
Meghana Foods,Kulcha,₹50,
Meghana Foods,Boiled Egg (2nos),₹37,
Meghana Foods,Egg Omlet,₹88,
Meghana Foods,Chilly Egg,₹165,
Meghana Foods,Egg Bhurji,₹165,
Meghana Foods,Dal Fry,₹165,
Meghana Foods,Aloo Matar Curry,₹225,
Meghana Foods,Tomato Curry,₹185,
Meghana Foods,Green Peas Curry,₹225,
Meghana Foods,Veg Kadai,₹225,
Meghana Foods,Veg Hyderabadi curry,₹235,
Meghana Foods,Palak Paneer Curry,₹275,
Meghana Foods,Mushroom Masala,₹280,
Meghana Foods,Paneer Butter Masala,₹280,
Meghana Foods,Curd Rice,₹125,
Meghana Foods,Ghee Rice,₹190,
Meghana Foods,Egg Fried Rice,₹235,
Meghana Foods,Chicken Fried Rice,₹260,
Meghana Foods,Jeera Rice,₹190,
Meghana Foods,Veg Fried Rice,₹215,
Meghana Foods,Mineral Water 1l,₹20,
Meghana Foods,Coke,₹50,
Meghana Foods,Sprite,₹50,
Meghana Foods,Thums Up,₹50,
Meghana Foods,Boneless Pcs,₹180,
Meghana Foods,Paneer Pcs,₹170,
Meghana Foods,Meghana Spl Pcs,₹185,
Domino's Pizza,Chicken Pepperoni,₹305,"A classic American taste! Relish the delectable flavor of Chicken Pepperoni, topped with ... read more"
Domino's Pizza,Farmhouse,₹215,"Delightful combination of onion, capsicum, tomato & grilled mushroom"
Domino's Pizza,Veg Extravaganza,₹235,"Black olives, capsicum, onion, grilled mushroom, corn, tomato, jalapeno & extra cheese"
Domino's Pizza,Indi Tandoori Paneer,₹235,"It is hot. It is spicy. It is oh-so-Indian. Tandoori paneer with capsicum, ... read more"
Domino's Pizza,Double Cheese Margherita,₹185,A classic delight loaded with extra 100% real mozzarella cheese
Domino's Pizza,Peppy Paneer,₹215,"Flavorful trio of juicy paneer, crisp capsicum with spicy red paprika"
Domino's Pizza,Veggie Paradise,₹215,"The awesome foursome! Golden corn, black olives, capsicum, red paprika"
Domino's Pizza,Deluxe Veggie,₹235,"Veg delight - onion, capsicum, grilled mushroom, corn & paneer"
Domino's Pizza,Chicken Fiesta,₹235,"Grilled chicken rashers, peri-peri chicken, onion & capsicum, a complete fiesta"
Domino's Pizza,Mexican Green Wave,₹215,"Mexican herbs sprinkled on onion, capsicum, tomato & jalapeno"
Domino's Pizza,Chicken Golden Delight,₹235,"Double pepper barbecue chicken, golden corn and extra cheese, true delight"
Domino's Pizza,Chicken Dominator,₹305,"Loaded with double pepper barbecue chicken, peri-peri chicken, chicken tikka & grilled chicken ... read more"
Domino's Pizza,Creamy Tomato Pasta Pizza - Veg,₹215,"Loaded with a delicious creamy tomato pasta topping , green capsicum, crunchy red ... read more"
Domino's Pizza,Non Veg Supreme,₹305,"Supreme combination of black olives, onion, capsicum, grilled mushroom, pepper barbecue chicken, peri-peri ... read more"
Domino's Pizza,The Unthinkable Pizza,₹235,[Veg Preparation] Loaded with Plant Based Protein topping along with Black Olives & ... read more
Domino's Pizza,Keema Do Pyaza,₹165,Delicious minced chicken keema topped with crunchy onions on your favourite cheesy pizza
Domino's Pizza,Indi Chicken Tikka,₹305,"The wholesome flavour of tandoori masala with Chicken tikka, onion, red paprika & ... read more"
Domino's Pizza,Pepper Barbecue & Onion,₹215,A classic favourite with pepper barbeque chicken & onion
Domino's Pizza,Creamy Tomato Pasta Pizza - Non Veg,₹215,"Loaded with a delicious creamy tomato pasta topping, BBQ pepper chicken, green capsicum, ... read more"
Domino's Pizza,Paneer Makhani,₹215,Flavorful twist of spicy makhani sauce topped with paneer & capsicum
Domino's Pizza,Fresh Veggie,₹185,"Delectable combination of onion & capsicum, a veggie lovers pick"
Domino's Pizza,Quick Singles Deluxe Veg Combo,₹295,Reg Fresh Veggie Pizza + Garlic Bread + Pepsi
Domino's Pizza,Pepper Barbecue Chicken,₹105,Pepper barbecue chicken for that extra zing
Domino's Pizza,Veg Loaded,₹135,"Tomato, Jalapeno, Corn, Grilled Mushroom & crushed Aranchini Patty in a fresh pan ... read more"
Domino's Pizza,Margherita,₹99,Classic delight with 100% real mozzarella cheese
Domino's Pizza,Non Veg Loaded,₹155,"Chicken sausage, pepper barbecue chicken & peri-peri chicken in a fresh pan crust"
Domino's Pizza,Classic Stuffed Garlic Bread,₹145,"Freshly baked garlic bread with cheese, juicy corn & tangy jalapeno"
Domino's Pizza,Taco Mexicana Non Veg,₹135,Truly irresistible! Crispy taco with non-veg patty & creamy harissa sauce
Domino's Pizza,Cheese n Corn,₹165,A delectable combination of sweet & juicy golden corn
Domino's Pizza,Moroccan Spice Pasta Pizza - Veg,₹165,A pizza loaded with a spicy combination of Harissa sauce and delicious pasta.
Domino's Pizza,Creamy Tomato Pasta Pizza - Veg,₹215,"Loaded with a delicious creamy tomato pasta topping , green capsicum, crunchy red ... read more"
Domino's Pizza,Moroccan Spice Pasta Pizza - Veg,₹165,A pizza loaded with a spicy combination of Harissa sauce and delicious pasta.
Domino's Pizza,Creamy Tomato Pasta Pizza - Non Veg,₹215,"Loaded with a delicious creamy tomato pasta topping, BBQ pepper chicken, green capsicum, ... read more"
Domino's Pizza,Moroccan Spice Pasta Pizza - Non Veg,₹185,"A pizza loaded with a spicy combination of Harissa sauce, Peri Peri chicken ... read more"
Domino's Pizza,Creamy Tomato Pasta Veg,₹129,"Instant Fusilli Pasta, Creamy Culinary Dressing, Onion, Olive, Green Capsicum, Parsley sprinkle"
Domino's Pizza,Tikka Masala Pasta Veg,₹129,"Instant Fusilli Pasta, Spicy Red dressing, Onion, Paneer Tikka, Parsley sprinkle"
Domino's Pizza,Moroccan Spice Pasta Veg,₹129,"Instant Fusilli Pasta, Harissa Sauce, Onion, Mushroom, Olives, Parsley sprinkle"
Domino's Pizza,Creamy Tomato Pasta Non Veg,₹139,"Instant Fusilli Pasta, Creamy Culinary Dressing, Onion, Olives, BBQ Pepper Chicken, Parsley sprinkle"
Domino's Pizza,Tikka Masala Pasta Non Veg,₹139,"Instant Fusilli Pasta, Spicy Red dressing, Onion, Chicken Tikka, Parsley sprinkle"
Domino's Pizza,Moroccan Spice Pasta Non Veg,₹139,"Instant Fusilli Pasta, Harissa Sauce, Onion, Olives, Meatballs, Parsley sprinkle"
Domino's Pizza,Playoff Combos - Pasta Pizza Specials(Veg),₹299,Reg Moroccan Pasta Pizza + Garlic Bread + Pepsi
Domino's Pizza,Playoff Combos - Pasta Pizza Family Treat (Veg),₹499,Med Creamy Tomato Pasta Pizza + Garlic Bread + Pepsi
Domino's Pizza,Playoff Combos - Pasta Pizza Party Specials (Veg),₹529,Med Creamy Tomato Pasta Pizza + Tikka Masala Pasta + Pepsi
Domino's Pizza,Playoff Combos - Pasta Treat Specials(Veg),₹379,Veg Creamy Tomato Pasta + Veg Tikka Masala Pasta + Garlic Bread + ... read more
Domino's Pizza,The Unthinkable Pizza,₹235,[Veg Preparation] Loaded with Plant Based Protein topping along with Black Olives & ... read more
Domino's Pizza,Margherita,₹99,Classic delight with 100% real mozzarella cheese
Domino's Pizza,Double Cheese Margherita,₹185,A classic delight loaded with extra 100% real mozzarella cheese
Domino's Pizza,Farmhouse,₹215,"Delightful combination of onion, capsicum, tomato & grilled mushroom"
Domino's Pizza,Peppy Paneer,₹215,"Flavorful trio of juicy paneer, crisp capsicum with spicy red paprika"
Domino's Pizza,Mexican Green Wave,₹215,"Mexican herbs sprinkled on onion, capsicum, tomato & jalapeno"
Domino's Pizza,Deluxe Veggie,₹235,"Veg delight - onion, capsicum, grilled mushroom, corn & paneer"
Domino's Pizza,Veg Extravaganza,₹235,"Black olives, capsicum, onion, grilled mushroom, corn, tomato, jalapeno & extra cheese"
Domino's Pizza,Veggie Paradise,₹215,"The awesome foursome! Golden corn, black olives, capsicum, red paprika"
Domino's Pizza,Cheese n Corn,₹165,A delectable combination of sweet & juicy golden corn
Domino's Pizza,Fresh Veggie,₹185,"Delectable combination of onion & capsicum, a veggie lovers pick"
Domino's Pizza,Paneer Makhani,₹215,Flavorful twist of spicy makhani sauce topped with paneer & capsicum
Domino's Pizza,Indi Tandoori Paneer,₹235,"It is hot. It is spicy. It is oh-so-Indian. Tandoori paneer with capsicum, ... read more"
Domino's Pizza,Cheese n Tomato,₹165,A delectable combination of cheese and juicy tomato
Domino's Pizza,Achari Do Pyaza,₹165,Tangy & spicy achari flavours on a super cheesy onion pizza- as desi ... read more
Domino's Pizza,Creamy Tomato Pasta Pizza - Veg,₹215,"Loaded with a delicious creamy tomato pasta topping , green capsicum, crunchy red ... read more"
Domino's Pizza,Moroccan Spice Pasta Pizza - Veg,₹165,A pizza loaded with a spicy combination of Harissa sauce and delicious pasta.
Domino's Pizza,Creamy Tomato Pasta Pizza - Non Veg,₹215,"Loaded with a delicious creamy tomato pasta topping, BBQ pepper chicken, green capsicum, ... read more"
Domino's Pizza,Moroccan Spice Pasta Pizza - Non Veg,₹185,"A pizza loaded with a spicy combination of Harissa sauce, Peri Peri chicken ... read more"
Domino's Pizza,Chicken Golden Delight,₹235,"Double pepper barbecue chicken, golden corn and extra cheese, true delight"
Domino's Pizza,Non Veg Supreme,₹305,"Supreme combination of black olives, onion, capsicum, grilled mushroom, pepper barbecue chicken, peri-peri ... read more"
Domino's Pizza,Chicken Pepperoni,₹305,"A classic American taste! Relish the delectable flavor of Chicken Pepperoni, topped with ... read more"
Domino's Pizza,Chicken Fiesta,₹235,"Grilled chicken rashers, peri-peri chicken, onion & capsicum, a complete fiesta"
Domino's Pizza,Chicken Dominator,₹305,"Loaded with double pepper barbecue chicken, peri-peri chicken, chicken tikka & grilled chicken ... read more"
Domino's Pizza,Pepper Barbecue Chicken,₹185,Pepper barbecue chicken for that extra zing
Domino's Pizza,Chicken Sausage,₹165,"American classic! Spicy, herbed chicken sausage on pizza"
Domino's Pizza,Pepper Barbecue & Onion,₹215,A classic favourite with pepper barbeque chicken & onion
Domino's Pizza,Indi Chicken Tikka,₹305,"The wholesome flavour of tandoori masala with Chicken tikka, onion, red paprika & ... read more"
Domino's Pizza,Keema Do Pyaza,₹165,Delicious minced chicken keema topped with crunchy onions on your favourite cheesy pizza
Domino's Pizza,Onion Buddy Combo,₹99,Onion Pizza Mania + Pepsi PET
Domino's Pizza,Capsicum Buddy Combo,₹121,Pizza Mania Capsicum Pizza Mania + Pepsi PET
Domino's Pizza,Golden Corn Buddy Combo,₹123,Golden Corn Pizza Mania + Pepsi PET
Domino's Pizza,Paneer Onion Buddy Combo,₹141,Paneer Onion Pizza Mania + Pepsi PET
Domino's Pizza,Cheesy Buddy Combo,₹143,Chessy Pizza Mania + Pepsi PET
Domino's Pizza,Chicken Sausage Buddy Combo,₹141,Chicken Sausage Pizza Mania + Pepsi PET
Domino's Pizza,Pepper Barbecue Buddy Combo,₹151,Pepper Barbecue Chicken Pizza Mania + Pepsi PET
Domino's Pizza,Tomato Buddy Combo,₹99,Tomato Pizza Mania + Pepsi PET
Domino's Pizza,Loaded Veg Buddy Combo,₹181,Loaded VG Pizza Mania + Pepsi PET
Domino's Pizza,Loaded Non Veg Buddy Combo,₹201,Loaded Non VG Pizza Mania + Pepsi PET
Domino's Pizza,Quick Singles Classic Veg Combo,₹199,Reg Cheese & Corn Pizza + Pepsi
Domino's Pizza,Quick Singles Classic Non Veg Combo,₹199,Reg Chicken Sausage Pizza + Pepsi
Domino's Pizza,Quick Singles Deluxe Veg Combo,₹295,Reg Fresh Veggie Pizza + Garlic Bread + Pepsi
Domino's Pizza,Quick Singles Deluxe Non Veg Combo,₹295,Reg Pepper BBQ Chicken Pizza + Garlic Bread + Pepsi
Domino's Pizza,Super Over Unthinkable Combo,₹259,Reg Unthinkable Pizza + Pepsi Black Can
Domino's Pizza,Super Over Unthinkable Special Combo,₹359,Reg Unthinkable Pizza + Garlic Bread + Pepsi Black Can
Domino's Pizza,Playoff Combos - Pasta Pizza Specials(Veg),₹299,Reg Moroccan Pasta Pizza + Garlic Bread + Pepsi
Domino's Pizza,Playoff Combos - Pasta Treat Specials(Veg),₹379,Veg Creamy Tomato Pasta + Veg Tikka Masala Pasta + Garlic Bread + ... read more
Domino's Pizza,Cricket Buddies Veg Combo,₹485,Med Farmhouse Pizza + Garlic Bread + Pepsi
Domino's Pizza,Cricket Buddies Paneer Combo,₹485,Med Peppy Paneer Pizza + Garlic Bread + Pepsi
Domino's Pizza,Cricket Buddies Non Veg Combo,₹485,Med Pepper BBQ Chicken Pizza + Garlic Bread + Pepsi
Domino's Pizza,Playoff Combos - Pasta Pizza Family Treat (Veg),₹499,Med Creamy Tomato Pasta Pizza + Garlic Bread + Pepsi
Domino's Pizza,Playoff Combos - Pasta Pizza Party Specials (Veg),₹529,Med Creamy Tomato Pasta Pizza + Tikka Masala Pasta + Pepsi
Domino's Pizza,Cricket Buddies Veg Treat,₹899,2 Med Pizzas(Farmhouse + Peppy Paneer) + 2(Garlic Bread + Pepsi)
Domino's Pizza,Family Dugout Party Classic Veg Combo,₹899,Large Fresh Veggie Pizza + Garlic Bread + 4 Brownie Fantasy + 2 ... read more
Domino's Pizza,Family Dugout Party Classic Non Veg Combo,₹899,Large Pepper BBQ Chicken Pizza + Garlic Bread + 4 Brownie Fantasy + ... read more
Domino's Pizza,Family Dugout Party Deluxe Non Veg Combo,₹1299,Large Chicken Golden Delight Pizza + 2 Garlic Bread + 4 Choco lava ... read more
Domino's Pizza,Family Dugout Party Premium Non Veg Combo,₹1499,Large Non Veg Supreme Pizza + 2 Stuffed Garlic Bread + 4 Choco ... read more
Domino's Pizza,Family Dugout Party Deluxe Veg Combo,₹1299,Large Veg Extravaganza Pizza + 2 Garlic Bread + 4 Choco lava cake ... read more
