0,1,2,3
Parika Multicuisine & Coastal Fine Dine,Chicken Salt and Pepper,₹370,Chicken tossed in salt and pepper.
Parika Multicuisine & Coastal Fine Dine,Andhra Chilli Chicken,₹400,Hot and spicy Andhra-style chicken made with green chillies.
Parika Multicuisine & Coastal Fine Dine,Guntur Chicken Dry,₹390,"An Andhra special, spicy chicken marinated in special guntur chillie."
Parika Multicuisine & Coastal Fine Dine,Chicken Pepper Fry,₹360,"Chicken stir fried to perfection, in pepper and complimentary spices."
Parika Multicuisine & Coastal Fine Dine,Chinese Chilli Chicken,₹370,Batter fried chicken tossed in a wok with flavors of soy sauce and ... read more
Parika Multicuisine & Coastal Fine Dine,Chinese Chicken Manchurian,₹370,"Fried chicken sauteed in ginger garlic, soy sauce, pepper and chicken stock."
Parika Multicuisine & Coastal Fine Dine,Kung Pao Chicken Skewer,₹400,"Our signature skewers grilled with a sweet soy chilli glazed, topped with peanuts."
Parika Multicuisine & Coastal Fine Dine,Hunan Chicken,₹370,Tender pieces of chicken and vegetables tossed in spicy sauces.
Parika Multicuisine & Coastal Fine Dine,Lemon Chicken,₹370,Crispy chicken strips tossed in a tangy sweet lemon sauce.
Parika Multicuisine & Coastal Fine Dine,Mutton Seekh Kebab,₹453,"Minced lamb seasoned with ginger, garlic and green herbs, skewer-cooked delicately over a ... read more"
Parika Multicuisine & Coastal Fine Dine,Mutton Pepper Fry,₹500,"Chicken stir fried to perfection, in pepper and complimentary spices."
Parika Multicuisine & Coastal Fine Dine,Mutton Chilli,₹470,"Juicy tender pieces of lamb roasted in southern spices, served with green capsicum."
Parika Multicuisine & Coastal Fine Dine,Egg Manchurian Dry,₹280,
Parika Multicuisine & Coastal Fine Dine,Prawn Tandoori Tikka,₹620,Roasted prawn pre marinated in a choice of spices.
Parika Multicuisine & Coastal Fine Dine,Prawn Hariyali Tikka,₹620,Roasted prawn pre marinated in a choice of spices.
Parika Multicuisine & Coastal Fine Dine,Prawn Malai Tikka,₹620,Roasted prawn pre marinated in a choice of spices.
Parika Multicuisine & Coastal Fine Dine,Prawn Lasooni Tikka,₹620,Roasted prawn pre marinated in a choice of spices.
Parika Multicuisine & Coastal Fine Dine,Prawn Achari Tikka,₹620,Roasted prawn pre marinated in a choice of spices.
Parika Multicuisine & Coastal Fine Dine,Kashmir Ka Jhinga,₹620,Prawn soaked in a rich creamy marinade cooked over a tandoori.
Parika Multicuisine & Coastal Fine Dine,Prawn Butter Garlic,₹620,"Prawn sauteed in a butter and garlic base, seasoned with freshly ground black ... read more"
Parika Multicuisine & Coastal Fine Dine,Chinese Prawn Chilli,₹620,An Indo-Chinese preparation of prawn with a red chilli sauce base.
Parika Multicuisine & Coastal Fine Dine,Ebi Tempura,₹620,Tiger prawn tempura is delightful. It is one of the famous Japanese appetizers
Parika Multicuisine & Coastal Fine Dine,Squid Butter Garlic,₹320,"Tender squid sauteed in garlic and dollops of butter, seasoned with herbs."
Parika Multicuisine & Coastal Fine Dine,Squid Golden Fry,₹320,Squid rings deep fried in a light batter and served with a choice ... read more
Parika Multicuisine & Coastal Fine Dine,Crab Chilli Fry,₹620,"Your choice of crab from our display, cooked in a fragrant medley of ... read more"
Parika Multicuisine & Coastal Fine Dine,Crab Butter Pepper Garlic,₹620,"Your choice of crab from our display, cooked in dominant flavors of butter, ... read more"
Parika Multicuisine & Coastal Fine Dine,Rasam,₹155,Southern spicy and tangy delicacy in variations of white and red.
Parika Multicuisine & Coastal Fine Dine,Chutney,₹155,Southern spicy and tangy delicacy in variations of white and red.
Parika Multicuisine & Coastal Fine Dine,Vegetable Gassi,₹260,Aromatic thick coconut gravy with a blend of complex and bold flavors of ... read more
Parika Multicuisine & Coastal Fine Dine,Vegetable Stew,₹290,Fresh seasonal vegetables slow cooked in coconut milk and a rich mix of ... read more
Parika Multicuisine & Coastal Fine Dine,Veg Kadai,₹290,A melange of vegetables cooked in freshly ground spices and simmered in a ... read more
Parika Multicuisine & Coastal Fine Dine,Aloo Jeera,₹290,Boiled potatoes tossed in simple spices and plenty of coarsely crushed roasted cumin ... read more
Parika Multicuisine & Coastal Fine Dine,Malai Kofta,₹345,"Fried veg dumplings soaked in a creamy, rich, mild and lightly sweet onion ... read more"
Parika Multicuisine & Coastal Fine Dine,Palak Paneer,₹345,"Soft cubes of cottage cheese simmered in a thick spinach gravy, seasoned with ... read more"
Parika Multicuisine & Coastal Fine Dine,Paneer Tikka Masala,₹345,Marinated cubes of cottage cheese cooked in a flavor-rich thick cream tomato gravy.
Parika Multicuisine & Coastal Fine Dine,Paneer Lababdar,₹345,"A luscious combination of cottage cheese cooked in a thick, spicy tomato and ... read more"
Parika Multicuisine & Coastal Fine Dine,Mushroom Matar Masala,₹345,Creamy thick gravy made with mushrooms and green peas cooked with tomato and ... read more
Parika Multicuisine & Coastal Fine Dine,Dal Fry,₹260,"An assortment of lentils pressure cooked, mixed with Indian curry spices and sauteed ... read more"
Parika Multicuisine & Coastal Fine Dine,Dal Tadka,₹260,"Lentils cooked with onion, tomato and flavored with generous amounts of tempered ghee ... read more"
Parika Multicuisine & Coastal Fine Dine,Chicken Kalimirch,₹370,"Thick gravy made with chicken, marinated and simmered in aromatic freshly ground pepper ... read more"
Parika Multicuisine & Coastal Fine Dine,Chicken Hyderabadi,₹370,"Tender pieces of chicken cooked in the wholesome flavors of mint leaves, coconut, ... read more"
Parika Multicuisine & Coastal Fine Dine,Murgh Patiala,₹400,"Chicken cooked in a thick gravy made with puréed tomato, onion and spinach; ... read more"
Parika Multicuisine & Coastal Fine Dine,Murgh Kadai,₹390,"Chunks of tender chicken cooked in a spicy paste of onions and tomatoes, ... read more"
Parika Multicuisine & Coastal Fine Dine,Murgh Tikka Masala,₹460,"Tender chicken marinated in yogurt and spices, served in tomato cream thick gravy."
Parika Multicuisine & Coastal Fine Dine,Murgh Makhani,₹415,"Chicken marinated leisurely and cooked in a rich gravy of fresh cream, butter, ... read more"
Parika Multicuisine & Coastal Fine Dine,Murgh Kolhapuri,₹400,"A flavorsome blend of chicken cooked in freshly ground spices, coconut and poppy ... read more"
Parika Multicuisine & Coastal Fine Dine,Murgh Lababdar,₹400,"Creamy gravy made with chicken, cooked in an onion, tomato, cashew and yogurt ... read more"
Parika Multicuisine & Coastal Fine Dine,Murgh Do Pyaza,₹400,Scrumptious chicken thick gravy made with two different types of onions.
Parika Multicuisine & Coastal Fine Dine,Pudina Murgh,₹400,"Chicken marinated in a green paste of fresh mint leaves, green chillies and ... read more"
Parika Multicuisine & Coastal Fine Dine,Chicken Rogan Gosht,₹540,"Tender chicken marinated in freshly ground spices and yogurt, with red chillies adding ... read more"
Parika Multicuisine & Coastal Fine Dine,Mutton Keema,₹565,"Minced mutton textured with coriander and cumin, cooked in flavorful Indian spices."
Parika Multicuisine & Coastal Fine Dine,Mutton Rogan Josh,₹540,
Parika Multicuisine & Coastal Fine Dine,Bhuna Gosht,₹540,"Delicious pan fried lamb curry made with juicy mutton, spices, fresh fenugreek leaves ... read more"
Parika Multicuisine & Coastal Fine Dine,Jhinga Tawa Masala,₹515,Fresh prawns marinated and cooked in a spiced gravy made with freshly crushed ... read more
Parika Multicuisine & Coastal Fine Dine,Mushroom Chilli Gravy,₹330,"Semi-thick gravy made of soya sauce, chilli sauce and pepper with mushroom."
Parika Multicuisine & Coastal Fine Dine,Paneer Chilli Gravy,₹330,"Semi-thick gravy made of soya sauce, chilli sauce and pepper with paneer."
Parika Multicuisine & Coastal Fine Dine,Baby Corn Chilli Gravy,₹330,"Semi-thick gravy made of soya sauce, chilli sauce and pepper with baby corn."
Parika Multicuisine & Coastal Fine Dine,Gobi Chilli Gravy,₹330,"Semi-thick gravy made of soya sauce, chilli sauce and pepper with gobi."
Parika Multicuisine & Coastal Fine Dine,Mushroom Manchurian Gravy,₹330,Semi-thick gravy made of soya sauce and broth with mushroom.
Parika Multicuisine & Coastal Fine Dine,Paneer Manchurian Gravy,₹330,Semi-thick gravy made of soya sauce and broth with munchurian.
Parika Multicuisine & Coastal Fine Dine,Baby Corn Manchurian Gravy,₹330,Semi-thick gravy made of soya sauce and broth with baby corn.
Parika Multicuisine & Coastal Fine Dine,Gobi Manchurian Gravy,₹330,Semi-thick gravy made of soya sauce and broth with gobi.
Parika Multicuisine & Coastal Fine Dine,Chicken Chilly Gravy,₹330,"Semi-thick gravy made of red chilli sauce, with meat."
Parika Multicuisine & Coastal Fine Dine,Chicken Manchurian Gravy,₹330,"Semi-thick gravy made of soya sauce and stock, with meat."
Parika Multicuisine & Coastal Fine Dine,Chicken Hot Garlic,₹330,Marinated chicken fried and cooked in spicy garlic based hot sauces.
Parika Multicuisine & Coastal Fine Dine,Schezwan Chicken,₹330,"Silky pieces of crisp chicken packed with the flavor of fried garlic, ginger ... read more"
Parika Multicuisine & Coastal Fine Dine,Chicken Black Pepper,₹330,"Chicken tossed in freshly ground black pepper, blended with oyster and dark soy ... read more"
Parika Multicuisine & Coastal Fine Dine,Prawn Manchurian Gravy,₹560,"Semi-thick gravy made of soya sauce and stock, with meat."
Parika Multicuisine & Coastal Fine Dine,Prawn Chilly Gravy,₹560,"Semi-thick gravy made of red chilli sauce, with meat."
Parika Multicuisine & Coastal Fine Dine,Thai Veg Green Curry,₹410,"Thai traditional green curry made of fresh basil, mild sweetness of coconut, serve ... read more"
Parika Multicuisine & Coastal Fine Dine,Thai Veg Red Curry,₹410,"Thai traditional green curry made of fresh basil, mild sweetness of coconut, serve ... read more"
Parika Multicuisine & Coastal Fine Dine,Thai Chicken Green Curry,₹480,"Thai traditional green curry made of fresh basil, mild sweetness of coconut, serve ... read more"
Parika Multicuisine & Coastal Fine Dine,Thai Chicken Red Curry,₹480,"Thai traditional green curry made of fresh basil, mild sweetness of coconut, serve ... read more"
Parika Multicuisine & Coastal Fine Dine,Thai Seafood Green Curry,₹595,"Thai traditional green curry made of fresh basil, mild sweetness of coconut, serve ... read more"
Parika Multicuisine & Coastal Fine Dine,Thai Seafood Red Curry,₹595,"Thai traditional green curry made of fresh basil, mild sweetness of coconut, serve ... read more"
Parika Multicuisine & Coastal Fine Dine,Plain Roti,₹45,
Parika Multicuisine & Coastal Fine Dine,Butter Roti,₹45,
Parika Multicuisine & Coastal Fine Dine,Plain Paratha,₹55,
Parika Multicuisine & Coastal Fine Dine,Butter Paratha,₹55,
Parika Multicuisine & Coastal Fine Dine,Lachedar Paratha,₹55,
Parika Multicuisine & Coastal Fine Dine,Plain Naan,₹55,
Parika Multicuisine & Coastal Fine Dine,Butter Naan,₹55,
Parika Multicuisine & Coastal Fine Dine,Plain Kulcha,₹45,
Parika Multicuisine & Coastal Fine Dine,Butter Kulcha,₹45,
Parika Multicuisine & Coastal Fine Dine,Plain Rumali Roti,₹55,
Parika Multicuisine & Coastal Fine Dine,Butter Rumali Roti,₹55,
Parika Multicuisine & Coastal Fine Dine,Missi Roti,₹65,
Parika Multicuisine & Coastal Fine Dine,Khasta Roti,₹65,
Parika Multicuisine & Coastal Fine Dine,Methi Roti,₹65,
Parika Multicuisine & Coastal Fine Dine,Aloo Stuffed Paratha,₹100,
Parika Multicuisine & Coastal Fine Dine,Gobi Stuffed Paratha,₹100,
Parika Multicuisine & Coastal Fine Dine,Onion Stuffed Paratha,₹100,
Parika Multicuisine & Coastal Fine Dine,Masala Stuffed Paratha,₹100,
Parika Multicuisine & Coastal Fine Dine,Garlic Naan,₹100,
Parika Multicuisine & Coastal Fine Dine,Cheese Naan,₹100,
Parika Multicuisine & Coastal Fine Dine,Kashmiri Naan,₹100,
Parika Multicuisine & Coastal Fine Dine,Aloo Stuffed Kulcha,₹100,
Parika Multicuisine & Coastal Fine Dine,Gobi Stuffed Kulcha,₹100,
Parika Multicuisine & Coastal Fine Dine,Onion Stuffed Kulcha,₹100,
Parika Multicuisine & Coastal Fine Dine,Masala Stuffed Kulcha,₹100,
Parika Multicuisine & Coastal Fine Dine,Assorted Bread,₹390,An assortment of different breads.
Parika Multicuisine & Coastal Fine Dine,Chicken Biryani,₹340,"A delicious mix of fragrant rice, spices and meat layered with soulful thick ... read more"
Parika Multicuisine & Coastal Fine Dine,Mutton Biryani,₹445,"A delicious mix of fragrant rice, spices and meat layered with soulful thick ... read more"
Parika Multicuisine & Coastal Fine Dine,Prawn Biryani,₹540,"Flavored rice layered with seafood, marinated and cooked in a fragrant herb paste ... read more"
Parika Multicuisine & Coastal Fine Dine,Seafood Biriyani,₹540,"A delicious mix of fragrant rice, spice, prawns, squid and fish layered with ... read more"
Parika Multicuisine & Coastal Fine Dine,Egg Biryani,₹280,
Parika Multicuisine & Coastal Fine Dine,Dal Khichdi,₹290,Rice and dal tempered with mild spices in ghee/ spinach cooked with pepper ... read more
Parika Multicuisine & Coastal Fine Dine,Palak Khichdi,₹290,Rice and dal tempered with mild spices in ghee/ spinach cooked with pepper ... read more
Parika Multicuisine & Coastal Fine Dine,Mix Veg Pulao,₹250,An exotic authentic nawabi rice dish cooked in a flavor (750 mL)
Parika Multicuisine & Coastal Fine Dine,Navratan Pulao,₹250,An exotic authentic nawabi rice dish cooked in a flavor (750 mL)
Parika Multicuisine & Coastal Fine Dine,Banarasi Pulao,₹250,An exotic authentic nawabi rice dish cooked in a flavor (750 mL)
Parika Multicuisine & Coastal Fine Dine,Jeera Pulao,₹250,An exotic authentic nawabi rice dish cooked in a flavor (750 mL)
Parika Multicuisine & Coastal Fine Dine,Peas Pulao,₹250,An exotic authentic nawabi rice dish cooked in a flavor(750 mL)
Parika Multicuisine & Coastal Fine Dine,Ghee Rice,₹235,South Indian flavored rice. Sona masoori/white rice with choices of spices and flavor ... read more
Parika Multicuisine & Coastal Fine Dine,Coconut Rice,₹235,South Indian flavored rice. Sona masoori/white rice with choices of spices and flavor ... read more
Parika Multicuisine & Coastal Fine Dine,Jeera Rice,₹235,South Indian flavored rice. Sona masoori/white rice with choices of spices and flavor ... read more
Parika Multicuisine & Coastal Fine Dine,Lemon Rice,₹235,South Indian flavored rice. Sona masoori/white rice with choices of spices and flavor ... read more
Parika Multicuisine & Coastal Fine Dine,Curd Rice,₹235,Basmati long grained rice mixed with yogurt and tempered with curry leaves (750 ... read more
Parika Multicuisine & Coastal Fine Dine,Boiled Rice,₹160,"Mangalore staple, red rice boiled and steamed (750 mL)"
Parika Multicuisine & Coastal Fine Dine,Steamed Rice,₹180,Select basmati rice steamed to perfection. (750 mL)
Parika Multicuisine & Coastal Fine Dine,Neer Dosa,₹95,A thin crisp lacy crepe/dosa made with fermented rice flour of water consistency.
Parika Multicuisine & Coastal Fine Dine,Appam,₹90,Rice and coconut lace pancake.
Parika Multicuisine & Coastal Fine Dine,Sannas,₹90,Steamed savoury rice cakes.
Parika Multicuisine & Coastal Fine Dine,Pundi,₹90,Soft rice dumpling.
Parika Multicuisine & Coastal Fine Dine,Egg Appam,₹125,Savory rice and coconut pancake with crispy paper-thin edges and a spongy centre ... read more
Parika Multicuisine & Coastal Fine Dine,Paneer Ghee Roast,₹345,"A fiery red, spicy mouthwatering Mangalore classic where the main ingredient is roasted ... read more"
Parika Multicuisine & Coastal Fine Dine,Mushroom Ghee Roast,₹345,"A fiery red, spicy mouthwatering Mangalore classic where the main ingredient is roasted ... read more"
Parika Multicuisine & Coastal Fine Dine,Egg Ghee Roast,₹275,"A fiery red, spicy mouthwatering Mangalore classic where the main ingredient is roasted ... read more"
Parika Multicuisine & Coastal Fine Dine,Chicken Ghee Roast,₹490,"A fiery red, spicy mouthwatering Mangalore classic where the main ingredient is roasted ... read more"
Parika Multicuisine & Coastal Fine Dine,Mutton Ghee Roast,₹620,"A fiery red, spicy mouthwatering Mangalore classic where the main ingredient is roasted ... read more"
Parika Multicuisine & Coastal Fine Dine,Prawn Ghee Roast,₹620,"A fiery red, spicy mouthwatering Mangalore classic where the main ingredient is roasted ... read more"
Parika Multicuisine & Coastal Fine Dine,Squid Ghee Roast,₹400,"A fiery red, spicy mouthwatering Mangalore classic where the main ingredient is roasted ... read more"
Parika Multicuisine & Coastal Fine Dine,Crab Ghee Roast,₹620,"A fiery red, spicy mouthwatering Mangalore classic where the main ingredient is roasted ... read more"
Parika Multicuisine & Coastal Fine Dine,Kori Roti,₹540,A divine combination of red chilli based chicken curry and crisp dry wafers ... read more
Parika Multicuisine & Coastal Fine Dine,Kori Gassi,₹460,Spicy chicken curry that combines the mild sweetness of coconut with a medley ... read more
Parika Multicuisine & Coastal Fine Dine,Chicken Curry,₹460,Spicy chicken curry that combines the mild sweetness of coconut with a medley ... read more
Parika Multicuisine & Coastal Fine Dine,Chicken Pulimunchi,₹460,"Succulent chicken simmered in a spicy and tangy paste of long red chillies, ... read more"
Parika Multicuisine & Coastal Fine Dine,Chicken Kundapuri,₹500,"From the town of Kundapur in Mangalore, spicy and tangy chicken gravy made ... read more"
Parika Multicuisine & Coastal Fine Dine,Mangalorean Mutton Masala,₹595,Traditional thick lamb gravy cooked in a base of coconut and dry roasted ... read more
Parika Multicuisine & Coastal Fine Dine,Anjal Curry,₹569,King fish marinated and cooked in a spicy and tangy curry made with ... read more
Parika Multicuisine & Coastal Fine Dine,Anjal Pulimunchi,₹569,King fish simmered in hot and sour curry made with a blend of ... read more
Parika Multicuisine & Coastal Fine Dine,Kane Curry,₹529,Lady fish cooked in a spicy curry made with coconut and spices.
Parika Multicuisine & Coastal Fine Dine,Prawns Curry,₹620,Coconut based curry made with a blend of spices and consistency as per ... read more
Parika Multicuisine & Coastal Fine Dine,Prawns Pulimunchi,₹620,Prawns cooked in authentic Mangalore spices along with coconut and tamarind.
Parika Multicuisine & Coastal Fine Dine,Crab Curry,₹580,
Parika Multicuisine & Coastal Fine Dine,Chicken Urval,₹460,An authentic rich and spiced chicken dish prepared without onions.
Parika Multicuisine & Coastal Fine Dine,Chicken Tawa Fry,₹440,Succulent chicken breast pieces marinated in spices and pan fried in butter.
Parika Multicuisine & Coastal Fine Dine,Chicken 65,₹440,"Crispy deep fried chicken sauteed in a delicious blend of curry leaves, ginger, ... read more"
Parika Multicuisine & Coastal Fine Dine,Pepper Chicken,₹400,Tender chicken pieces cooked in fresh coarsely ground pepper.
Parika Multicuisine & Coastal Fine Dine,Kori Sukka,₹460,Spicy chicken curry that combines the mild sweetness of coconut with a medley ... read more
Parika Multicuisine & Coastal Fine Dine,Mutton Sukka,₹569,Tender mutton pieces slow cooked in freshly ground spices and reduced in grated ... read more
Parika Multicuisine & Coastal Fine Dine,Andhra Chilli Chicken,₹420,
Parika Multicuisine & Coastal Fine Dine,Parika Village Chicken Dry,₹400,
Parika Multicuisine & Coastal Fine Dine,Silver Fish Masala Fry,₹290,"Silver fish. A platter of silver fish marinated, cooked in spices and fried ... read more"
Parika Multicuisine & Coastal Fine Dine,Silver Fish Tawa Fry,₹290,"Silver fish. A platter of silver fish marinated, cooked in spices and fried ... read more"
Parika Multicuisine & Coastal Fine Dine,Silver Fish Rava Fry,₹290,"A platter of silver fish marinated, cooked in spices and fried as per ... read more"
Parika Multicuisine & Coastal Fine Dine,Silver Fish Naked Fry,₹290,"Silver fish. A platter of silver fish marinated, cooked in spices and fried ... read more"
Parika Multicuisine & Coastal Fine Dine,Kane Masala Fry,₹530,"Lady fish marinated, cooked and fried as per your choice."
Parika Multicuisine & Coastal Fine Dine,Kane Tawa Fry,₹530,"Lady fish marinated, cooked and fried as per your choice."
Parika Multicuisine & Coastal Fine Dine,Kane Rava Fry,₹530,"Lady fish marinated, cooked and fried as per your choice."
Parika Multicuisine & Coastal Fine Dine,Kane Naked Fry,₹530,"Lady fish marinated, cooked and fried as per your choice."
Parika Multicuisine & Coastal Fine Dine,Anjal Masala Fry,₹570,"Seer fish marinated, cooked and fried as per your choice."
Parika Multicuisine & Coastal Fine Dine,Anjal Tawa Fry,₹570,"Seer fish marinated, cooked and fried as per your choice."
Parika Multicuisine & Coastal Fine Dine,Anjal Rava Fry,₹570,"Seer fish marinated, cooked and fried as per your choice."
Parika Multicuisine & Coastal Fine Dine,Anjal Naked Fry,₹570,"Seer fish marinated, cooked and fried as per your choice."
Parika Multicuisine & Coastal Fine Dine,Bangda Fish Uppumunchi,₹265,Fish of choice marinated in traditional spices and steam cooked in a banana ... read more
Parika Multicuisine & Coastal Fine Dine,Bangda Curry,₹265,Fish slowly cooked in a spicy coconut based curry made with dry roasted ... read more
Parika Multicuisine & Coastal Fine Dine,Bangada Rava Fry,₹265,"Bangada fish marinated, cooked and deep fried in rawa masala."
Parika Multicuisine & Coastal Fine Dine,Bangada Tawa Fry,₹265,"Bangada fish marinated, cooked and tawa fried in Mangalorien dry chilly masala."
Parika Multicuisine & Coastal Fine Dine,Bangada Pulimunchi,₹265,Bangada fish cooked in authentic Mangaloeiren spices along with coconut and tamarind.
Parika Multicuisine & Coastal Fine Dine,Kane Fish Uppumunchi,₹530,Fish of choice marinated in traditional spices and steam cooked in a banana ... read more
Parika Multicuisine & Coastal Fine Dine,Silver Fish Uppumunchi,₹270,Fish of choice marinated in traditional spices and steam cooked in a banana ... read more
Parika Multicuisine & Coastal Fine Dine,Anjal Fish Uppumunchi,₹570,Fish of choice marinated in traditional spices and steam cooked in a banana ... read more
Parika Multicuisine & Coastal Fine Dine,Prawn Sukka,₹620,Marinated prawn cooked in traditional Mangalore. spices and reduced in grated coconut.
Parika Multicuisine & Coastal Fine Dine,Prawn Masala Fry,₹620,Prawn shallow fried in basic spices and served as per choice of preparation.
Parika Multicuisine & Coastal Fine Dine,Prawn Tawa Fry,₹620,Prawn shallow fried in basic spices and served as per choice of preparation.
Parika Multicuisine & Coastal Fine Dine,Prawn Rava Fry,₹620,Prawn shallow fried in basic spices and served as per choice of preparation.
Parika Multicuisine & Coastal Fine Dine,Prawn Plain Fry,₹620,Prawn shallow fried in basic spices and served as per choice of preparation.
Parika Multicuisine & Coastal Fine Dine,Prawn Uppumunchi,₹620,"Prawn sauteed in a blend of Mangalore spices, topped with garlic."
Parika Multicuisine & Coastal Fine Dine,Bondas Masala Fry,₹370,Squid rings marinated and fried in a blend of spices to suit your ... read more
Parika Multicuisine & Coastal Fine Dine,Bondas Tawa Fry,₹370,Squid rings marinated and fried in a blend of spices to suit your ... read more
Parika Multicuisine & Coastal Fine Dine,Bondas Rava Fry,₹370,Squid rings marinated and fried in a blend of spices to suit your ... read more
Parika Multicuisine & Coastal Fine Dine,Bondas Naked Fry,₹370,Squid rings marinated and fried in a blend of spices to suit your ... read more
Parika Multicuisine & Coastal Fine Dine,Squid Masala,₹320,"Tender pieces of squid with a crispy coating, cooked in authentic spices as ... read more"
Parika Multicuisine & Coastal Fine Dine,Squid Chilli,₹320,"Tender pieces of squid with a crispy coating, cooked in authentic spices as ... read more"
Parika Multicuisine & Coastal Fine Dine,Sea Crab Chilly,₹595,Your choice of crab marinated and cooked as per your selected style of ... read more
Parika Multicuisine & Coastal Fine Dine,Sea Crab Sukka,₹595,Your choice of crab marinated and cooked as per your selected style of ... read more
Parika Multicuisine & Coastal Fine Dine,Sea Crab Masala,₹595,Your choice of crab marinated and cooked as per your selected style of ... read more
Parika Multicuisine & Coastal Fine Dine,Sea Crab Butter Pepper Fry,₹595,Your choice of crab marinated and cooked as per your selected style of ... read more
Parika Multicuisine & Coastal Fine Dine,Pomfret Tawa Fry,₹750,"Pomfret fish marinated, cooked and fried as per your choice"
Parika Multicuisine & Coastal Fine Dine,Pomfret Rava Fry,₹750,"Pomfret fish marinated , cooked and fried as per your choice"
Parika Multicuisine & Coastal Fine Dine,Pomfret Masala Fry,₹750,"Pomfret fish marinated , cooked and fried as per your choice"
Parika Multicuisine & Coastal Fine Dine,Pomfret Naked Fry,₹750,"Pomfret fish marinated, coocked and fried as per your choice"
Parika Multicuisine & Coastal Fine Dine,Pomfret Pulimunchi,₹750,Pomfret fish cooked in authentic Magalorean spices along with coconut and tamarind
Parika Multicuisine & Coastal Fine Dine,Pomfret Curry,₹750,Pomfret fish slowly cooked in a spicy coconut based curry made with dry ... read more
Parika Multicuisine & Coastal Fine Dine,Veg Fried Rice,₹330,"Steamed rice stir-fried in soy sauce and flavors, with main ingredient."
Parika Multicuisine & Coastal Fine Dine,Veg Chilli Garlic Rice,₹330,"Steamed rice stir-fried in garlic and spicy flavors, with main ingredient."
Parika Multicuisine & Coastal Fine Dine,Veg Schezwan Fried Rice,₹330,"Spicy Indo-Chinese fried rice tossed in deep chilli-garlic flavor, schezwan pepper and main
ingredient."
Parika Multicuisine & Coastal Fine Dine,Egg Fried Rice,₹360,"Steamed rice stir-fried in soy sauce and flavors, with main ingredient."
Parika Multicuisine & Coastal Fine Dine,Egg Chilli Garlic Rice,₹360,"Steamed rice stir-fried in garlic and spicy flavors, with main ingredient."
Parika Multicuisine & Coastal Fine Dine,Egg Schezwan Fried Rice,₹360,"Spicy Indo-Chinese fried rice tossed in deep chilli-garlic flavor, schezwan pepper and main
ingredient."
Parika Multicuisine & Coastal Fine Dine,Chicken Fried Rice,₹390,"Steamed rice stir-fried in soy sauce and flavors, with main ingredient."
Parika Multicuisine & Coastal Fine Dine,Chicken Chilli Garlic Rice,₹390,"Steamed rice stir-fried in garlic and spicy flavors, with main ingredient."
Parika Multicuisine & Coastal Fine Dine,Chicken Schezwan Fried Rice,₹390,"Spicy Indo-Chinese fried rice tossed in deep chilli-garlic flavor, schezwan pepper and main
ingredient."
Parika Multicuisine & Coastal Fine Dine,Mixed Fried Rice,₹310,"Steamed rice stir-fried in soy sauce and flavors, with main ingredient."
Parika Multicuisine & Coastal Fine Dine,Mixed Chilli Garlic Rice,₹310,"Steamed rice stir-fried in garlic and spicy flavors, with main ingredient."
Parika Multicuisine & Coastal Fine Dine,Mixed Schezwan Fried Rice,₹310,"Spicy Indo-Chinese fried rice tossed in deep chilli-garlic flavor, schezwan pepper and main
ingredient."
Parika Multicuisine & Coastal Fine Dine,Seafood Fried Rice,₹480,"Steamed rice stir-fried in soy sauce and flavors, with main ingredient."
Parika Multicuisine & Coastal Fine Dine,Seafood Schezwan Fried Rice,₹480,"Spicy Indo-Chinese fried rice tossed in deep chilli-garlic flavor, schezwan pepper and main
ingredient."
Parika Multicuisine & Coastal Fine Dine,Seafood Chilli Garlic Rice,₹480,"Steamed rice stir-fried in garlic and spicy flavors, with main ingredient."
Parika Multicuisine & Coastal Fine Dine,Veg Hunan Noodles,₹330,Steamed noodles stir-fried in Indo-Chinese flavors with main ingredient of choice.
Parika Multicuisine & Coastal Fine Dine,Veg Hakka Noodles,₹330,Indo-Chinese specialty made by tossing boiled noodles and stir fired vegetables in sauces.
Parika Multicuisine & Coastal Fine Dine,Veg Schezwan Noodles,₹330,"Indo-Chinese spicy noodles stir-fried in flavored sauces, veggies and schezwan pepper."
Parika Multicuisine & Coastal Fine Dine,Veg Pan Fry Noodles,₹295,"Noodles pan fried, top it with Chinese gravy is a delightful which can ... read more"
Parika Multicuisine & Coastal Fine Dine,Egg Hunan Noodles,₹360,Steamed noodles stir-fried in Indo-Chinese flavors with main ingredient of choice.
Parika Multicuisine & Coastal Fine Dine,Egg Hakka Noodles,₹360,Indo-Chinese specialty made by tossing boiled noodles and stir fired vegetables in sauces.
Parika Multicuisine & Coastal Fine Dine,Egg Schezwan Noodles,₹360,"Indo-Chinese spicy noodles stir-fried in flavored sauces, veggies and schezwan pepper."
Parika Multicuisine & Coastal Fine Dine,Chicken Hunan Noodles,₹390,Steamed noodles stir-fried in Indo-Chinese flavors with main ingredient of choice.
Parika Multicuisine & Coastal Fine Dine,Chicken Hakka Noodles,₹390,Indo-Chinese specialty made by tossing boiled noodles and stir fired vegetables in sauces.
Parika Multicuisine & Coastal Fine Dine,Chicken Schezwan Noodles,₹390,"Indo-Chinese spicy noodles stir-fried in flavored sauces, veggies and schezwan pepper."
